三合力通(北京)资讯有限公司,法定代表人：周柯 注册资本：100万元人民币 成立时间：2007-03-28 ,邮箱：1254404934@qq.com电话：17758888767 更多号码 ,地址：北京市昌平区城南街道介山社区居委会办公楼406室  ,信息传输、软件和信息技术服务业,0
三峡高科信息技术有限责任公司,法定代表人：王宏 注册资本：2000万元人民币 成立时间：2001-10-12 ,邮箱：tght@ctg.com.cn电话：010-57082137 ,地址：北京市海淀区玉渊潭南路1号  ,信息传输、软件和信息技术服务业,0
三明傲农生物科技有限公司,法定代表人：胡斯福 注册资本：2000万人民币元 成立时间：2013-02-27 ,邮箱：250332998@qq.com电话：0598-8863711 更多号码 ,地址：三明高新技术产业开发区金沙园  ,科学研究和技术服务业,0
三星数据系统(中国)有限公司,法定代表人：沈宪燮 注册资本：1280万美元 成立时间：1999-09-06 ,邮箱：xh03.piao@samsung.com电话：010-59249292 更多号码 ,地址：北京市朝阳区酒仙桥东路9号电子城A1楼3层  ,信息传输、软件和信息技术服务业,0
上海东欣软件工程有限公司,法定代表人：干晓旭 注册资本：600万元人民币 成立时间：2002-03-26 ,邮箱：dx@dxsc.cn电话：021-50351461 ,地址：中国(上海)自由贸易试验区郭守敬路498号14幢22301-847座  ,信息传输、软件和信息技术服务业,0
上海乾隆网络科技有限公司,法定代表人：杨庆寿 注册资本：1000万元人民币 成立时间：2007-02-08 ,邮箱：hr@qianlong.com.cn电话：021-58369258 更多号码 ,地址：中国(上海)自由贸易试验区浦东南路855号26楼D室  ,科学研究和技术服务业,0
上海交大慧谷通用技术有限公司,法定代表人：沈林 注册资本：1000万元人民币 成立时间：2002-11-26 ,邮箱：withub-info@withub.net.cn电话：021-51691155 ,地址：中国(上海)自由贸易试验区郭守敬路498号14幢22301-1108座  ,科学研究和技术服务业,0
上海企垠信息科技股份有限公司,法定代表人：刘康彬 注册资本：1050万元人民币 成立时间：2010-02-01 ,邮箱：kb.liu@7linc.com电话：021-50805815 ,地址：中国(上海)自由贸易试验区碧波路456号B407室  ,科学研究和技术服务业,0
上海华测品标检测技术有限公司,法定代表人：陈骞 注册资本：3086.8981万元人民币 成立时间：2009-07-15 ,邮箱：sunfenglan@cti-cert.com电话：021-31073300 更多号码 ,地址：中国(上海)自由贸易试验区新金桥路1996号1幢4楼  ,科学研究和技术服务业,0
上海华讯网络存储系统有限责任公司,法定代表人：杨勇 注册资本：3000万元人民币 成立时间：2002-12-12 ,邮箱：zhangmiaohan@eccom.com.cn电话：021-61372888 更多号码 ,地址：中国(上海)自由贸易试验区碧波路456号A101-6室  ,信息传输、软件和信息技术服务业,0
上海华钦信息科技股份有限公司,法定代表人：杨晓峰 注册资本：3387万元人民币 成立时间：2005-08-30 ,邮箱：jenson@clpsglobal.com电话：021-31268010 ,地址：中国(上海)自由贸易试验区张杨路828-838号26C01室  ,信息传输、软件和信息技术服务业,0
上海圣康达实业有限公司,法定代表人：魏莉 注册资本：3000万元人民币 成立时间：2012-04-11 ,邮箱：heqing@shengkangda.com电话：021-55573372 更多号码 ,地址：上海市虹口区邯郸路135号1幢202室  ,租赁和商务服务业,0
上海天擎信息技术有限公司,法定代表人：计建 注册资本：189.6112万元人民币 成立时间：2006-10-19 ,邮箱：zhangting@skytech.cn电话：021-52034827 更多号码 ,地址：上海市普陀区中江路879弄7号楼301室  ,-,0
上海天擎信息技术有限公司,法定代表人：李春欣 注册资本：50万人民币元 成立时间：2001-03-12 ,邮箱：finance-sh@tq365.cn电话：021-51854818 ,地址：上海嘉定环城路200号  ,科学研究和技术服务业,0
上海天正智能数据服务有限公司,法定代表人：刘凯 注册资本：1000万元人民币 成立时间：2008-10-23 ,邮箱：zhang.lei@topcheer.com电话：021-6176677 更多号码 ,地址：上海市徐汇区田林路388号1幢5楼西  ,科学研究和技术服务业,0
上海天正软件有限公司,法定代表人：刘凯 注册资本：1200万元人民币 成立时间：2003-01-27 ,邮箱：zhang.lei@topcheer.com电话：021-61276677 ,地址：中国(上海)自由贸易试验区郭守敬路351号2号楼A635-08室  ,信息传输、软件和信息技术服务业,0
上海天游软件有限公司,法定代表人：王佶 注册资本：2500万元人民币 成立时间：2004-10-08 ,邮箱：-电话：021-54278388 ,地址：上海市徐汇区桂平路391号A座19层1901室  ,科学研究和技术服务业,0
上海天畅信息技术有限公司,法定代表人：任焱 注册资本：1000万元人民币 成立时间：2003-02-28 ,邮箱：contact@techown.com电话：021-69916995 更多号码 ,地址：嘉定区金沙江西路1555弄373号A区  ,信息传输、软件和信息技术服务业,0
上海好屋网信息技术有限公司,法定代表人：陈兴 注册资本：2000万元人民币 成立时间：2013-09-30 ,邮箱：jianglei@haowu.com电话：021-26072222 ,地址：上海市宝山区呼兰路911弄11号5号楼109B室  ,信息传输、软件和信息技术服务业,0
上海富远软件技术有限公司,法定代表人：徐峰 注册资本：1000万元人民币 成立时间：2001-11-06 ,邮箱：2355959095@qq.com电话：021-54970406 更多号码 ,地址：中国(上海)自由贸易试验区郭守敬路498号14幢22301-905座  ,信息传输、软件和信息技术服务业,0
上海开新汽车服务有限公司,法定代表人：谭焕秋 注册资本：574.8134万元人民币 成立时间：2008-07-11 ,邮箱：490252388@qq.com电话：021-80210150 更多号码 ,地址：上海市闵行区顾戴路2568号2幢A228室  ,租赁和商务服务业,0
上海恩梯梯数据晋恒软件有限公司,法定代表人：木村千彫注册资本：1500万元人民币 成立时间：2006-08-23 ,邮箱：zhang_jinhao@synesoft.com.cn电话：021-61255399 ,地址：上海市徐汇区桂平路680号31号楼6层  ,信息传输、软件和信息技术服务业,0
上海房盟信息技术有限公司,法定代表人：胡书来 注册资本：1000万元人民币 成立时间：2011-07-29 ,邮箱：y.lu@hy-house.com.cn电话：021-62808333 ,地址：上海市长宁区广顺路33号8幢365室  ,科学研究和技术服务业,0
上海承维通信技术有限公司,法定代表人：冯君晟 注册资本：300万元人民币 成立时间：2006-04-04 ,邮箱：18901691122@189.cn电话：021-63811376 更多号码 ,地址：江场西路395号107-16室  ,科学研究和技术服务业,0
上海捷鑫网络科技股份有限公司,法定代表人：洪桂荣 注册资本：4300万元人民币 成立时间：2008-03-27 ,邮箱：mary.yuan@winfopay.com电话：021-52666888 更多号码 ,地址：上海市普陀区中江路879弄2号楼405室  ,科学研究和技术服务业,0
上海携宁计算机科技股份有限公司,法定代表人：赵亮 注册资本：5382万元人民币 成立时间：2003-02-20 ,邮箱：lei.yao@sinitek.com电话：021-51082122 ,地址：上海市徐汇区乐山路33号403室  ,信息传输、软件和信息技术服务业,0
上海数慧系统技术有限公司,法定代表人：曹健 注册资本：1500万元人民币 成立时间：2001-04-23 ,邮箱：hr-sh@dist.com.cn电话：021-61016226 ,地址：中国(上海)自由贸易试验区张衡路1000弄58-59号  ,信息传输、软件和信息技术服务业,0
上海旗计智能科技有限公司,法定代表人：刘涛 注册资本：15000万元人民币 成立时间：2012-02-13 ,邮箱：office@macroflag.com电话：021-80391588 更多号码 ,地址：上海市金山区山阳镇浦卫公路16299弄11号1层101室A  ,科学研究和技术服务业,0
上海星地通通信科技有限公司,法定代表人：隋田力 注册资本：3000万元人民币 成立时间：2011-07-14 ,邮箱：xd69523563@163.com电话：021-69523562 更多号码 ,地址：上海市嘉定区新冠路301号  ,制造业,0
上海期货信息技术有限公司,法定代表人：席志勇 注册资本：10000万元人民币 成立时间：2004-04-21 ,邮箱：office@sfit.shfe.com.cn电话：021-68400001 更多号码 ,地址：中国(上海)自由贸易试验区郭守敬路351号1号楼603室  ,信息传输、软件和信息技术服务业,0
上海泽众软件科技有限公司,法定代表人：王军 注册资本：5000万元人民币 成立时间：2003-10-08 ,邮箱：yangxy@spasvo.com电话：021-61079698 更多号码 ,地址：上海市普陀区武宁路423号18号楼105-3室  ,信息传输、软件和信息技术服务业,0
上海派拉软件股份有限公司,法定代表人：谭翔 注册资本：3040万元人民币 成立时间：2008-07-31 ,邮箱：para@paraview.cn电话：021-58301883 ,地址：中国(上海)自由贸易试验区张东路1388号27幢102室  ,信息传输、软件和信息技术服务业,0
上海海同信息科技有限公司,法定代表人：徐向东 注册资本：1000万元人民币 成立时间：2008-03-03 ,邮箱：g.qu@iotek.com.cn电话：021-50772235 更多号码 ,地址：中国(上海)自由贸易试验区松涛路489号1幢B座302-2室  ,信息传输、软件和信息技术服务业,0
上海游族信息技术有限公司,法定代表人：林奇 注册资本：10000万元人民币 成立时间：2009-06-22 ,邮箱：yucheng@yoozoo.com电话：021-33676512 ,地址：上海市嘉定区银翔路655号406室  ,科学研究和技术服务业,0
上海澎博财经资讯有限公司,法定代表人：徐梁诚 注册资本：500万元人民币 成立时间：2004-04-15 ,邮箱：clm@pobo.net.cn电话：021-20339157 更多号码 ,地址：中国(上海)自由贸易试验区峨山路91弄98号418室  ,信息传输、软件和信息技术服务业,0
上海爱奇艺文化传媒有限公司,法定代表人：龚宇 注册资本：1000万元人民币 成立时间：2012-12-19 ,邮箱：xihaisheng@qiyi.com电话：021-54519520 ,地址：嘉定工业区叶城路1630号3幢1016室  ,租赁和商务服务业,0
上海神箭机电工程有限责任公司,法定代表人：惠轶 注册资本：1000万元人民币 成立时间：2010-06-09 ,邮箱：guwenshan9889@sina.com电话：021-24185458 更多号码 ,地址：上海市徐汇区桂林路412号4号楼4115室  ,批发和零售业,0
上海神舟航天软件技术有限公司,法定代表人：吕明理 注册资本：500万元人民币 成立时间：2008-10-14 ,邮箱：zhoujianmei@shsasc.com电话：021-64953700 ,地址：上海市徐汇区桂平路297号301室  ,科学研究和技术服务业,0
上海紫竹信息数码港有限公司,法定代表人：夏光 注册资本：51500万元人民币 成立时间：2004-04-28 ,邮箱：13564708414@qq.com电话：021-61190090 ,地址：上海市闵行区东川路555号丙楼5208室  ,房地产业,0
上海耐特英丰信息技术有限公司,法定代表人：宋世民 注册资本：2000万人民币元 成立时间：2004-02-05 ,邮箱：ellazhang@eccom.com.cn电话：021-61372888 更多号码 ,地址：中国(上海)自由贸易试验区碧波路456号A109-2室  ,信息传输、软件和信息技术服务业,0
上海菲耐得信息科技有限公司,法定代表人：顾建东 注册资本：4000万元人民币 成立时间：2006-06-19 ,邮箱：liu_li3@hoperun.com电话：021-64703688 更多号码 ,地址：上海市徐汇区桂平路481号2号楼3F  ,科学研究和技术服务业,0
上海蓝云网络科技有限公司,法定代表人：汤涛 注册资本：1000万元人民币 成立时间：2013-03-21 ,邮箱：wang.ting3@oe.21vianet.com电话：021-28986102 更多号码 ,地址：中国(上海)自由贸易试验区科苑路88号2幢3号楼601-057即657单元  ,科学研究和技术服务业,0
上海蓝盟网络技术有限公司,法定代表人：夏立成 注册资本：404.04万元人民币 成立时间：2006-11-21 ,邮箱：jenny.wang@lanmon.com电话：021-51693198 更多号码 ,地址：上海市杨浦区国定路335号2号楼2005室  ,科学研究和技术服务业,0
上海蜂虎铭创软件技术有限公司,法定代表人：刘照波 注册资本：1000万元人民币 成立时间：2003-06-23 ,邮箱：fanyi0702@ifohoo.com电话：021-60285188 更多号码 ,地址：中国(上海)自由贸易试验区张东路1387号27幢102(复式)室一层  ,信息传输、软件和信息技术服务业,0
上海诺诺镑客金融信息服务有限公司,法定代表人：黄大容 注册资本：10800万元人民币 成立时间：2009-06-15 ,邮箱：wheat_no.1@hotmail.com电话：021-64663832 更多号码 ,地址：上海市静安区江场三路76、78号303室  ,科学研究和技术服务业,0
上海达美信息技术有限公司,法定代表人：黄益全 注册资本：1000万元人民币 成立时间：2005-06-02 ,邮箱：tao.yin@hand-china.com电话：021-67002300 更多号码 ,地址：中国(上海)自由贸易试验区祖冲之路1077号2幢1134-A室  ,信息传输、软件和信息技术服务业,0
上海远御电子科技有限公司,法定代表人：何江 注册资本：1000万元人民币 成立时间：2011-11-17 ,邮箱：sundan@viroyal-elec.com电话：021-54126012 更多号码 ,地址：上海市闵行区万源路2800号E110室  ,科学研究和技术服务业,0
上海钢之家电子商务股份有限公司,法定代表人：吴文章 注册资本：2000万元人民币 成立时间：2004-09-28 ,邮箱：wusj@steelhome.cn电话：021-50583100 更多号码 ,地址：中国(上海)自由贸易试验区东方路818号23楼23G  ,信息传输、软件和信息技术服务业,0
上海锐战网络科技有限公司,法定代表人：赵中毅 注册资本：1000万元人民币 成立时间：2010-09-30 ,邮箱：shims@game-reign.com电话：17321199837 更多号码 ,地址：上海市闵行区东川路555号戊楼2层02室B座  ,科学研究和技术服务业,0
上海锦商网络科技有限公司,法定代表人：李永林 注册资本：1000万元人民币 成立时间：2010-04-19 ,邮箱：zhangni@ouyeel.com电话：021-36638966 更多号码 ,地址：中国(上海)自由贸易试验区郭守敬路515号1幢418室  ,科学研究和技术服务业,0
上海集结信息科技有限公司,法定代表人：薛平 注册资本：1000万元人民币 成立时间：2014-09-22 ,邮箱：shanghaicaiwu@kflgroup.com电话：021-60705718 ,地址：上海市宝山区沪太路2999弄26号1层  ,科学研究和技术服务业,0
上海魄力广告传媒有限公司,法定代表人：叶成德 注册资本：1000万元人民币 成立时间：2009-04-22 ,邮箱：mgtoffice@simei.cc电话：021-32793333 更多号码 ,地址：嘉定工业区叶城路1630号2幢1006室  ,租赁和商务服务业,0
上海鸿仪通信息技术有限公司,法定代表人：胡绍兴 注册资本：1000万元人民币 成立时间：2008-03-08 ,邮箱：hongyitong@126.com电话：021-51978213 更多号码 ,地址：中国(上海)自由贸易试验区金豫路100号1幢1116室  ,科学研究和技术服务业,0
上海鸿冠信息科技股份有限公司,法定代表人：童红卫 注册资本：1800万元人民币 成立时间：2006-09-07 ,邮箱：guweiqin@hongguaninfo.com电话：021-52401298 ,地址：上海市奉贤区奉浦工业区环城东路333号323室  ,科学研究和技术服务业,0
世化普力特光电科技(北京)有限公司,法定代表人：李赫烈 注册资本：1700万美元 成立时间：2004-11-05 ,邮箱：21479826@qq.com电话：15811526083 更多号码 ,地址：北京市北京经济技术开发区兴业街6号  ,科学研究和技术服务业,0
世界经理人资讯有限公司,法定代表人：丁海森 注册资本：800万美元 成立时间：2003-03-12 ,邮箱：gzw@iceo.com电话：010-65180378 ,地址：北京市海淀区大柳树富海中心2号楼1208-035室  ,科学研究和技术服务业,0
世纪互联数据中心有限公司,法定代表人：杨海峰 注册资本：12966.5633万美元 成立时间：2000-06-12 ,邮箱：sjhl@21vianet.com电话：010-84562121 更多号码 ,地址：北京市朝阳区酒仙桥路1号院5号楼3层  ,信息传输、软件和信息技术服务业,0
世纪圣天(北京)科技有限公司,法定代表人：陆丽萍 注册资本：100万元人民币 成立时间：2005-10-20 ,邮箱：25897207@qq.com电话：13701067612 更多号码 ,地址：北京市海淀区花园路1号27号楼西2-3  ,科学研究和技术服务业,0
世纪鸿和(北京)科技发展有限公司,法定代表人：杨佳 注册资本：300万人民币元 成立时间：2006-11-15 ,邮箱：sjhh-bj@163.com电话：010-67864819 ,地址：北京市北京经济技术开发区宏达北路12号B座2区夹01室  ,科学研究和技术服务业,0
东冷科技(北京)有限公司,法定代表人：吴敬东 注册资本：500万元人民币 成立时间：2010-04-15 ,邮箱：953363628@qq.com电话：13810100546 更多号码 ,地址：北京市昌平区十三陵镇泰胡路12号  ,科学研究和技术服务业,0
东方兴业网络教育服务有限责任公司,法定代表人：黄波 注册资本：2000万元人民币 成立时间：1999-07-29 ,邮箱：xiaoyuru@cmr.net.cn电话：010-53261948 更多号码 ,地址：北京市丰台区科技园星火路10号201室  ,租赁和商务服务业,0
东方摩能国际科技发展(北京)有限公司,法定代表人：张弘 注册资本：2000万人民币元 成立时间：2007-05-23 ,邮箱：-电话：- ,地址：北京市海淀区昆明湖南路9号南区7号楼3033室  ,科学研究和技术服务业,0
东方数码(武汉)股份有限公司,法定代表人：张友华 注册资本：3000万元人民币 成立时间：2001-03-21 ,邮箱：804384703@qq.com电话：027-87854321 ,地址：武汉市东湖新技术开发区关山大道111号武汉光谷国际商务中心B栋18层21室  ,科学研究和技术服务业,0
东方永德软件(北京)有限公司,法定代表人：李照原 注册资本：1200万元人民币 成立时间：2003-06-23 ,邮箱：oyd001@oydsoft.com电话：010-58858901 ,地址：北京市海淀区上地东路1号盈创动力1号楼403号  ,科学研究和技术服务业,0
东方石文能源科技(北京)有限公司,法定代表人：杨静波 注册资本：600万人民币元 成立时间：2007-03-14 ,邮箱：821211573@qq.com电话：010-62318568 更多号码 ,地址：北京市海淀区清华东路16号艺海大厦1105室  ,科学研究和技术服务业,0
东方科创(北京)生物技术有限公司,法定代表人：胡国栋 注册资本：500万元人民币 成立时间：2006-02-22 ,邮箱：nm@bjdfkc.com电话：010-82124251 ,地址：北京市海淀区北三环西路25号2号楼212、213室  ,科学研究和技术服务业,0
东方融尚(北京)科技有限公司,法定代表人：吴峰 注册资本：1040万人民币元 成立时间：2006-02-21 ,邮箱：quyaxian@rosantech.com电话：010-62263633 ,地址：北京市海淀区文慧园北路8号南北楼11层1102室  ,科学研究和技术服务业,0
东昊电科(北京)电气有限公司,法定代表人：王入泉 注册资本：200万人民币元 成立时间：1998-03-26 ,邮箱：774517499@qq.com电话：010-68291801 更多号码 ,地址：北京市海淀区永定路85号1区222-1平房首航旅馆211室  ,批发和零售业,0
东汉儒信息技术(武汉)有限公司,法定代表人：金燕 注册资本：1100万元人民币 成立时间：2012-08-03 ,邮箱：xiner@citiloop.com电话：027-87791119 更多号码 ,地址：武汉市东湖开发区高新大道999号  ,信息传输、软件和信息技术服务业,0
东莞市宝贝光电有限公司,法定代表人：尹梓伟 注册资本：100万元人民币 成立时间：2009-01-07 ,邮箱：led-119@babyled.cn电话：0769-26627266 更多号码 ,地址：东莞松山湖高新技术产业开发区工业北四路五号ITT厂房116室  ,科学研究和技术服务业,0
东营华驰新能源科技有限公司,法定代表人：马超 注册资本：5000万元人民币 成立时间：2010-11-24 ,邮箱：471694875@qq.com电话：0546-7727767 更多号码 ,地址：东营市广饶滨海新区滨六路以西、东八路(东西段)以北  ,批发和零售业,0
东软云科技有限公司,法定代表人：王勇峰 注册资本：5000万人民币元 成立时间：2006-07-12 ,邮箱：wanghongchi@neusoft.com电话：0411-84466789 ,地址：辽宁省大连市甘井子区黄浦路901-6号F6座3层  ,信息传输、软件和信息技术服务业,0
中交铁道勘察设计院有限公司,法定代表人：廖国才 注册资本：5000万人民币元 成立时间：2009-06-10 ,邮箱：webmaster@ccccrg.cn电话：010-59725566 更多号码 ,地址：北京市东城区国子监街28号  ,科学研究和技术服务业,0
中仪国际招标有限公司,法定代表人：贾宏 注册资本：5000万元人民币 成立时间：1993-06-14 ,邮箱：cniitc@cniitc.genertec.com.cn电话：010-63348818 更多号码 ,地址：北京市丰台区西四环南路101号(园区)  ,批发和零售业,0
中企网络通信技术有限公司,法定代表人：罗宁 注册资本：8462万元人民币 成立时间：2000-08-14 ,邮箱：ZCB@china-entercom.net电话：010-88411188 ,地址：北京市海淀区西三环北路100号金玉大厦写字楼7层  ,信息传输、软件和信息技术服务业,0
中体奥林匹克花园管理集团有限公司,法定代表人：王卫东 注册资本：20000万元人民币 成立时间：2001-09-17 ,邮箱：wzh@ogm.cn电话：010-85160999 更多号码 ,地址：北京市朝阳区朝阳门外大街225号1号楼五层  ,租赁和商务服务业,0
中信信息科技投资有限公司,法定代表人：罗宁 注册资本：5000万元人民币 成立时间：2000-02-02 ,邮箱：guotz@citic-itinv.com电话：010-87931850 更多号码 ,地址：北京市朝阳区新源南路6号2号楼一层116室  ,租赁和商务服务业,0
中信网络科技股份有限公司,法定代表人：李成金 注册资本：7000万元人民币 成立时间：2001-01-04 ,邮箱：xiejl@asp.citic.com电话：010-52818888 更多号码 ,地址：北京市海淀区大钟寺东路9号1幢B103-29  ,批发和零售业,0
中信网络科技股份有限公司,法定代表人：秘增信 注册资本：5000万人民币元 成立时间：2001-01-04 ,邮箱：-电话：- ,地址：深圳市罗湖区春风路联城大厦15楼西  ,科学研究和技术服务业,0
中关村兴业(北京)高科技孵化器股份有限公司,法定代表人：李春阳 注册资本：10025.15万元人民币 成立时间：2002-09-16 ,邮箱：zgcxy@126.com电话：010-89717555 ,地址：北京市昌平区科技园区超前路37号  ,科学研究和技术服务业,0
中关村文化发展股份有限公司,法定代表人：欧阳旭 注册资本：9988万元人民币 成立时间：2001-07-19 ,邮箱：wyh@gaac.cc电话：010-84681081 更多号码 ,地址：北京市海淀区北四环西路66号第三极创意天地20层  ,文化、体育和娱乐业,0
中关村科技软件股份有限公司,法定代表人：罗群 注册资本：5335.3332万元人民币 成立时间：2002-06-12 ,邮箱：hyuan@censoft.com.cn电话：010-82825858 ,地址：北京市海淀区上地中关村软件园孵化器2号楼C座  ,信息传输、软件和信息技术服务业,0
中农金旺(北京)农业工程技术有限公司,法定代表人：田林 注册资本：500万元人民币 成立时间：2004-02-19 ,邮箱：171455317@qq.com电话：010-82377688 更多号码 ,地址：北京市海淀区学清路甲38号金码大酒店A座12层1217室  ,科学研究和技术服务业,0
中冶全泰(北京)工程科技有限公司,法定代表人：任健均 注册资本：50万人民币元 成立时间：2005-01-18 ,邮箱：441562978@qq.com电话：010-62116209 更多号码 ,地址：北京市海淀区大柳树富海中心5号楼1609号(住宅)  ,科学研究和技术服务业,0
中凯国际工程有限责任公司,法定代表人：刘生承 注册资本：10000万人民币元 成立时间：1999-01-04 ,邮箱：zouyanhua@camce.com.cn电话：010-82688021 更多号码 ,地址：北京市海淀区丹棱街3号  ,建筑业,0
中加全讯(北京)科技有限公司,法定代表人：戴焕忠 注册资本：1959.9万人民币元 成立时间：2001-05-14 ,邮箱：2755260272@QQ.COM电话：010-82318000 更多号码 ,地址：北京市海淀区知春路9号坤讯大厦12层  ,科学研究和技术服务业,0
中北雅创(北京)科技有限公司,法定代表人：崔玲 注册资本：950万人民币元 成立时间：2007-11-28 ,邮箱：1466272505@qq.com电话：010-89410754 更多号码 ,地址：北京市丰台区西四环南路56号望园大厦1123室【园区】  ,科学研究和技术服务业,0
中启寰辰科技发展(北京)有限公司,法定代表人：吕智 注册资本：1000万元人民币 成立时间：2004-09-28 ,邮箱：xuhuizhe@szjiuli.com电话：010-58734785 更多号码 ,地址：北京市海淀区莲花苑5号楼8层817、819  ,科学研究和技术服务业,0
中咨华美(北京)路桥技术有限公司,法定代表人：黄海明 注册资本：50万元人民币 成立时间：2005-07-20 ,邮箱：bjzzhm@163.com电话：010-64820236 ,地址：北京市海淀区西四环北路158号1幢8层8179号  ,科学研究和技术服务业,0
中商联合石油经贸有限公司,法定代表人：张长杰 注册资本：9000万元人民币 成立时间：2004-04-23 ,邮箱：78978888@qq.com电话：010-66019697 ,地址：北京市海淀区恩济里小区27号楼二层2632室  ,批发和零售业,0
中商集团经济合作有限公司,法定代表人：陈煜 注册资本：1600万元人民币 成立时间：1999-07-16 ,邮箱：wangdanfeng@cciec.com电话：010-68391806 更多号码 ,地址：北京市丰台区科学城星火路10号2号楼317室(园区)  ,科学研究和技术服务业,0
中国专利技术开发公司,法定代表人：张东亮 注册资本：1520万元人民币 成立时间：1986-07-26 ,邮箱：lichangfeng@sipo.gov.cn电话：010-86431311 更多号码 ,地址：北京市海淀区高粱桥斜街11号14层1609  ,科学研究和技术服务业,0
中国华电集团发电运营有限公司,法定代表人：金英军 注册资本：88000万元人民币 成立时间：2007-06-11 ,邮箱：QIANG-WU@CHDOC.COM.CN电话：010-83565900 更多号码 ,地址：北京市昌平区白浮泉路17号综合楼401  ,电力、热力、燃气及水生产和供应业,0
中国同辐股份有限公司,法定代表人：孟琰彬 注册资本：23990.61万元人民币 成立时间：1983-01-31 ,邮箱：cic@china-isotope.com电话：010-68522774 更多号码 ,地址：北京市西城区复兴门外大街A2号6层611室  ,制造业,0
中国国信信息总公司,法定代表人：袁野 注册资本：4000万元人民币 成立时间：1993-02-27 ,邮箱：zhangchen@sic.gov.cn电话：010-63691078 更多号码 ,地址：北京市海淀区复兴路2号41幢601室  ,租赁和商务服务业,0
中国国际农业投资有限公司,法定代表人：杨京 注册资本：10000万元人民币 成立时间：1989-05-06 ,邮箱：zhouxiaoli@cmcec.com电话：010-68739900 更多号码 ,地址：北京市海淀区首体南路9号4号楼7层0701-0704  ,制造业,0
中国国际电子商务有限公司,法定代表人：朱小良 注册资本：10000万元人民币 成立时间：1997-05-12 ,邮箱：heqian@ec.com.cn电话：010-67801006 更多号码 ,地址：北京市北京经济技术开发区荣华中路11号  ,信息传输、软件和信息技术服务业,0
中国对外文化集团公司,法定代表人：李金生 注册资本：48401万元人民币 成立时间：2004-08-10 ,邮箱：laihl@caeg.cn电话：010-64031318 更多号码 ,地址：北京市东城区东直门南大街甲3号  ,文化、体育和娱乐业,0
中国广视索福瑞媒介研究有限责任公司,法定代表人：唐世鼎 注册资本：5000万元人民币 成立时间：1997-12-04 ,邮箱：yangxu@csm.com.cn电话：010-85086666 ,地址：北京市朝阳区建国路甲92号24层  ,科学研究和技术服务业,0
